"participant","pic","sound","condition","run","rt","accuracy","SOA"
33,"ship","drum","unrelated_cat",1,899.9773,1,-150
34,"horse","earth","unrelated_med",1,899.9773,1,-150
40,"mountain","lake","category",1,899.9773,1,-150
23,"beans","carriage","mediated",1,898.9796,1,-150
31,"star","mood","mediated",1,898.9796,1,-150
33,"tie","hammer","unrelated_cat",1,898.9796,1,-150
33,"pear","lemon","category",1,898.9796,1,-150
6,"lake","chair","unrelated_cat",1,897.9819,1,-150
5,"flute","whiskey","mediated",1,897.9819,1,-150
24,"lake","mountain","category",1,897.9819,1,-150
38,"ear","legend","mediated",1,897.9819,1,-150
12,"table","chair","category",1,896.9841,1,-150
31,"coat","ham","mediated",1,896.9841,1,-150
23,"truck","chain","unrelated_med",1,895.9864,1,-150
24,"ear","legend","mediated",1,895.9864,0,-150
31,"fork","knight","mediated",1,895.9864,1,-150
35,"bed","mountain","unrelated_cat",1,895.9864,1,-150
6,"bed","soap","unrelated_med",1,894.9887,1,-150
12,"sock","knife","unrelated_cat",1,894.9887,1,-150
33,"couch","tide","unrelated_med",1,894.9887,1,-150
33,"fork","knight","mediated",1,894.9887,1,-150
12,"pig","mound","unrelated_med",1,893.9909,1,-150
12,"table","coal","unrelated_med",1,893.9909,1,-150
23,"truck","card","mediated",1,893.9909,1,-150
17,"whistle","fluid","mediated",1,892.9932,1,-150
6,"hat","coat","category",1,891.9955,1,-150
33,"camel","house","mediated",1,891.9955,1,-150
33,"whistle","carrot","unrelated_cat",1,891.9955,1,-150
33,"drum","harbour","mediated",1,891.9955,1,-150
42,"bed","mountain","unrelated_cat",1,891.9955,1,-150
33,"drum","pear","unrelated_cat",1,890.9977,1,-150
37,"pear","lemon","category",1,890.9977,1,-150
40,"leg","lemming","unrelated_med",1,890.9977,1,-150
40,"ear","leg","category",1,890.9977,1,-150
6,"bed","count","mediated",1,890,1,-150
33,"harp","lemon","unrelated_cat",1,890,1,-150
33,"ship","plane","category",1,890,1,-150
40,"lake","mountain","category",1,890,1,-150
12,"sheep","pill","mediated",1,889.0023,1,-150
17,"lake","card","unrelated_med",1,889.0023,1,-150
40,"horse","camel","category",1,889.0023,1,-150
6,"ear","pearl","unrelated_med",1,888.0045,1,-150
6,"leg","beans","unrelated_cat",1,888.0045,1,-150
6,"beans","ear","unrelated_cat",1,887.0068,1,-150
33,"leg","ear","category",1,887.0068,1,-150
34,"bed","couch","category",1,887.0068,1,-150
35,"drill","hamper","mediated",1,887.0068,1,-150
40,"plane","hat","unrelated_cat",1,887.0068,1,-150
42,"car","tablet","unrelated_med",1,887.0068,1,-150
33,"whistle","mood","unrelated_med",1,886.0091,1,-150
37,"chair","ham","unrelated_med",1,885.0113,1,-150
37,"moon","plant","unrelated_med",1,885.0113,1,-150
37,"truck","chain","unrelated_med",1,885.0113,1,-150
40,"fork","knife","category",1,885.0113,1,-150
12,"sheep","car","unrelated_cat",1,884.0136,1,-150
12,"moon","plant","unrelated_med",1,884.0136,1,-150
12,"ear","legend","mediated",1,884.0136,1,-150
31,"leg","ear","category",1,884.0136,1,-150
32,"bed","soap","unrelated_med",1,884.0136,1,-150
5,"pig","truck","unrelated_cat",1,883.0159,1,-150
17,"lake","chair","unrelated_cat",1,883.0159,1,-150
35,"knife","fork","category",1,883.0159,1,-150
41,"mountain","lake","category",1,883.0159,1,-150
11,"drill","sheet","unrelated_med",1,882.0181,1,-150
33,"sheep","pig","category",1,882.0181,1,-150
33,"hat","drug","unrelated_med",1,882.0181,1,-150
12,"whistle","carrot","unrelated_cat",1,881.0204,1,-150
18,"leg","beans","unrelated_cat",1,881.0204,1,-150
24,"star","truffle","unrelated_med",1,881.0204,1,-150
12,"couch","bell","mediated",1,880.0227,1,-150
31,"table","chain","mediated",1,880.0227,1,-150
32,"sock","tie","category",1,880.0227,1,-150
38,"harp","drug","mediated",1,880.0227,1,-150
12,"sheep","pig","category",1,879.0249,1,-150
17,"drum","mouse","unrelated_med",1,879.0249,1,-150
31,"leg","beans","unrelated_cat",1,879.0249,1,-150
35,"ship","plant","mediated",1,879.0249,0,-150
31,"horse","camel","category",1,878.0272,1,-150
31,"lake","mountain","category",1,878.0272,1,-150
41,"pig","mound","unrelated_med",1,878.0272,1,-150
6,"whistle","mood","unrelated_med",1,877.0295,1,-150
17,"lake","mountain","category",1,877.0295,1,-150
17,"bed","mountain","unrelated_cat",1,877.0295,1,-150
37,"knife","fork","category",1,877.0295,1,-150
39,"lake","card","unrelated_med",1,877.0295,1,-150
17,"pig","sheep","category",1,876.0317,1,-150
24,"flute","stalk","unrelated_med",1,876.0317,1,-150
33,"plane","ship","category",1,876.0317,1,-150
33,"drum","harp","category",1,876.0317,1,-150
41,"mountain","lace","mediated",1,876.0317,1,-150
32,"sheep","pig","category",1,875.034,1,-150
38,"truck","card","mediated",1,875.034,1,-150
39,"couch","lake","unrelated_cat",1,875.034,1,-150
37,"tie","hammer","unrelated_cat",1,874.0363,1,-150
33,"ship","plant","mediated",1,873.0385,1,-150
37,"hand","mound","mediated",1,873.0385,1,-150
11,"lake","chair","unrelated_cat",1,872.0408,1,-150
12,"leg","ear","category",1,872.0408,1,-150
5,"chair","moon","unrelated_cat",1,871.0431,1,-150
23,"harp","lace","unrelated_med",1,871.0431,1,-150
31,"horse","ship","unrelated_cat",1,871.0431,1,-150
24,"harp","drum","category",1,870.0454,1,-150
32,"tie","fluid","unrelated_med",1,870.0454,1,-150
12,"carrot","leg","unrelated_cat",1,868.0499,1,-150
17,"beans","carriage","mediated",1,868.0499,0,-150
36,"beans","carriage","mediated",1,868.0499,1,-150
37,"lake","chair","unrelated_cat",1,868.0499,1,-150
40,"car","truck","category",1,868.0499,1,-150
42,"lake","chair","unrelated_cat",1,868.0499,1,-150
11,"couch","bed","category",1,867.0522,1,-150
12,"lake","chair","unrelated_cat",1,867.0522,1,-150
17,"horse","camera","mediated",1,867.0522,1,-150
24,"truck","car","category",1,867.0522,1,-150
37,"couch","tide","unrelated_med",1,867.0522,1,-150
40,"lake","chair","unrelated_cat",1,867.0522,1,-150
31,"truck","card","mediated",1,865.0567,0,-150
6,"tie","fluid","unrelated_med",1,864.059,1,-150
5,"mountain","flute","unrelated_cat",1,864.059,1,-150
12,"hand","mound","mediated",1,864.059,1,-150
24,"chair","moon","unrelated_cat",1,864.059,1,-150
34,"whistle","flute","category",1,864.059,1,-150
37,"whistle","flute","category",1,864.059,1,-150
38,"lemon","whistle","unrelated_cat",1,864.059,1,-150
39,"horse","camel","category",1,864.059,1,-150
40,"star","mood","mediated",1,864.059,1,-150
42,"pig","sheet","mediated",1,864.059,1,-150
18,"car","tablet","unrelated_med",1,863.0612,1,-150
23,"camel","legend","unrelated_med",1,863.0612,1,-150
33,"plane","shin","mediated",1,863.0612,1,-150
34,"couch","lake","unrelated_cat",1,863.0612,1,-150
35,"lake","mouse","mediated",1,863.0612,1,-150
37,"beans","carriage","mediated",1,863.0612,1,-150
12,"whistle","mood","unrelated_med",1,862.0635,1,-150
12,"lake","mouse","mediated",1,862.0635,1,-150
24,"moon","stalk","mediated",1,862.0635,1,-150
32,"couch","bell","mediated",1,862.0635,1,-150
37,"hand","carriage","unrelated_med",1,862.0635,1,-150
37,"star","bed","unrelated_cat",1,862.0635,0,-150
6,"coat","ham","mediated",1,861.0658,1,-150
12,"leg","beans","unrelated_cat",1,861.0658,1,-150
17,"mountain","flute","unrelated_cat",1,861.0658,1,-150
17,"camel","legend","unrelated_med",1,861.0658,1,-150
40,"moon","star","category",1,861.0658,1,-150
42,"beans","carriage","mediated",1,861.0658,1,-150
6,"ship","drum","unrelated_cat",1,860.068,1,-150
6,"lemon","knight","unrelated_med",1,860.068,1,-150
33,"beans","ear","unrelated_cat",1,860.068,1,-150
34,"tie","sock","category",1,860.068,1,-150
35,"bed","soap","unrelated_med",1,860.068,1,-150
24,"mouth","beach","unrelated_med",1,859.0703,1,-150
31,"truck","chain","unrelated_med",1,859.0703,1,-150
33,"beans","hamper","unrelated_med",1,859.0703,1,-150
37,"drill","hamper","mediated",1,859.0703,1,-150
40,"couch","bed","category",1,859.0703,1,-150
40,"whistle","flute","category",1,859.0703,1,-150
42,"table","chair","category",1,859.0703,1,-150
12,"car","tablet","unrelated_med",1,858.0726,1,-150
32,"leg","beans","unrelated_cat",1,858.0726,1,-150
33,"truck","mouth","unrelated_cat",1,857.0748,1,-150
12,"star","bed","unrelated_cat",1,856.0771,1,-150
33,"pear","lemming","mediated",1,856.0771,1,-150
40,"ship","plane","category",1,856.0771,1,-150
18,"whistle","fluid","mediated",1,855.0794,1,-150
40,"horse","earth","unrelated_med",1,855.0794,1,-150
42,"sock","tie","category",1,855.0794,1,-150
12,"truck","car","category",1,854.0816,1,-150
18,"horse","earth","unrelated_med",1,854.0816,1,-150
24,"leg","lemming","unrelated_med",1,854.0816,1,-150
24,"ship","drum","unrelated_cat",1,854.0816,1,-150
31,"lemon","knight","unrelated_med",1,854.0816,1,-150
32,"mountain","shin","unrelated_med",1,853.0839,1,-150
33,"bed","count","mediated",1,853.0839,1,-150
24,"chair","tablet","mediated",1,852.0862,1,-150
34,"chair","tablet","mediated",1,852.0862,1,-150
34,"car","truffle","mediated",1,852.0862,1,-150
42,"couch","bell","mediated",1,851.0884,1,-150
6,"mouth","tie","unrelated_cat",1,850.0907,1,-150
6,"sock","tie","category",1,850.0907,1,-150
6,"fork","knife","category",1,850.0907,1,-150
12,"ship","plant","mediated",1,850.0907,1,-150
18,"hand","carriage","unrelated_med",1,850.0907,1,-150
40,"pig","sheet","mediated",1,850.0907,1,-150
42,"leg","beans","unrelated_cat",1,850.0907,1,-150
6,"car","truffle","mediated",1,849.093,1,-150
17,"tie","sock","category",1,849.093,1,-150
31,"sheep","pig","category",1,849.093,1,-150
38,"horse","ship","unrelated_cat",1,849.093,1,-150
37,"drum","harbour","mediated",1,848.0952,1,-150
38,"sheep","hanger","unrelated_med",1,848.0952,0,-150
40,"lake","card","unrelated_med",1,848.0952,1,-150
42,"mountain","lace","mediated",1,848.0952,1,-150
23,"lake","mouse","mediated",1,847.0975,1,-150
24,"coat","ham","mediated",1,847.0975,1,-150
38,"lake","mountain","category",1,847.0975,1,-150
39,"bed","count","mediated",1,847.0975,1,-150
6,"bed","couch","category",1,846.0998,1,-150
6,"car","hand","unrelated_cat",1,846.0998,1,-150
24,"hammer","drill","category",1,846.0998,1,-150
35,"ship","bell","unrelated_med",1,846.0998,1,-150
39,"whistle","fluid","mediated",1,846.0998,1,-150
12,"hat","coat","category",1,845.102,1,-150
17,"plane","ship","category",1,845.102,1,-150
31,"tie","fluid","unrelated_med",1,845.102,1,-150
35,"coat","fork","unrelated_cat",1,845.102,1,-150
37,"star","moon","category",1,845.102,1,-150
38,"lake","mouse","mediated",1,845.102,1,-150
42,"flute","whistle","category",1,845.102,1,-150
6,"drill","sheet","unrelated_med",1,844.1043,1,-150
31,"pear","fort","unrelated_med",1,844.1043,1,-150
31,"whistle","carrot","unrelated_cat",1,844.1043,1,-150
33,"harp","drug","mediated",1,844.1043,1,-150
6,"couch","tide","unrelated_med",1,843.1066,1,-150
34,"mouth","tie","unrelated_cat",1,843.1066,1,-150
35,"carrot","beach","mediated",1,843.1066,1,-150
39,"chair","moon","unrelated_cat",1,843.1066,1,-150
40,"camel","legend","unrelated_med",1,843.1066,1,-150
5,"whistle","carrot","unrelated_cat",1,842.1088,1,-150
17,"moon","star","category",1,842.1088,1,-150
33,"fork","coat","unrelated_cat",1,842.1088,1,-150
33,"sheep","pill","mediated",1,842.1088,1,-150
34,"pig","truck","unrelated_cat",1,842.1088,1,-150
33,"star","truffle","unrelated_med",1,841.1111,1,-150
34,"lemon","pear","category",1,841.1111,1,-150
35,"plane","hat","unrelated_cat",1,841.1111,1,-150
6,"hammer","drip","mediated",1,840.1134,1,-150
11,"camel","legend","unrelated_med",1,840.1134,1,-150
17,"fork","knife","category",1,840.1134,1,-150
18,"truck","car","category",1,840.1134,1,-150
33,"tie","soap","mediated",1,840.1134,1,-150
34,"camel","legend","unrelated_med",1,840.1134,1,-150
39,"ship","drum","unrelated_cat",1,840.1134,1,-150
40,"bed","count","mediated",1,840.1134,1,-150
41,"chair","tablet","mediated",1,840.1134,1,-150
42,"tie","fluid","unrelated_med",1,840.1134,1,-150
24,"car","hand","unrelated_cat",1,839.1156,1,-150
42,"mouth","hanger","mediated",1,839.1156,1,-150
6,"moon","table","unrelated_cat",1,838.1179,1,-150
12,"drum","pear","unrelated_cat",1,838.1179,1,-150
17,"coat","harbour","unrelated_med",1,838.1179,1,-150
18,"pear","lemon","category",1,838.1179,1,-150
40,"ear","legend","mediated",1,838.1179,1,-150
17,"pear","lemon","category",1,837.1202,1,-150
23,"leg","earth","mediated",1,837.1202,1,-150
33,"table","coal","unrelated_med",1,837.1202,1,-150
34,"lake","mountain","category",1,837.1202,1,-150
39,"plane","shin","mediated",1,837.1202,1,-150
42,"lemon","pear","category",1,837.1202,1,-150
42,"sock","whiskey","unrelated_med",1,837.1202,1,-150
24,"hand","mound","mediated",1,836.1224,1,-150
31,"bed","soap","unrelated_med",1,836.1224,1,-150
32,"lake","card","unrelated_med",1,836.1224,1,-150
33,"chair","ham","unrelated_med",1,836.1224,1,-150
42,"truck","car","category",1,836.1224,1,-150
6,"table","chair","category",1,835.1247,1,-150
5,"plane","ship","category",1,835.1247,1,-150
12,"hat","coal","mediated",1,835.1247,1,-150
23,"couch","bell","mediated",1,835.1247,1,-150
34,"whistle","fluid","mediated",1,835.1247,1,-150
39,"mountain","shin","unrelated_med",1,835.1247,1,-150
42,"couch","tide","unrelated_med",1,835.1247,1,-150
11,"horse","earth","unrelated_med",1,834.127,1,-150
32,"lake","mouse","mediated",1,834.127,1,-150
37,"truck","car","category",1,834.127,1,-150
42,"whistle","fluid","mediated",1,834.127,1,-150
6,"star","truffle","unrelated_med",1,833.1293,1,-150
5,"hand","carriage","unrelated_med",1,833.1293,1,-150
18,"hammer","pig","unrelated_cat",1,833.1293,1,-150
23,"chair","table","category",1,833.1293,1,-150
38,"couch","tide","unrelated_med",1,833.1293,1,-150
40,"pear","lemming","mediated",1,833.1293,1,-150
42,"pig","mound","unrelated_med",1,833.1293,1,-150
6,"beans","carriage","mediated",1,832.1315,1,-150
17,"star","truffle","unrelated_med",1,832.1315,1,-150
24,"whistle","flute","category",1,832.1315,1,-150
32,"chair","tablet","mediated",1,832.1315,1,-150
37,"camel","horse","category",1,832.1315,1,-150
12,"lemon","knight","unrelated_med",1,831.1338,1,-150
31,"flute","stalk","unrelated_med",1,831.1338,1,-150
17,"knife","fork","category",1,830.1361,1,-150
37,"star","truffle","unrelated_med",1,830.1361,1,-150
6,"pig","sheet","mediated",1,829.1383,1,-150
12,"sock","whiskey","unrelated_med",1,829.1383,1,-150
12,"drum","mouse","unrelated_med",1,829.1383,1,-150
18,"plane","ship","category",1,829.1383,1,-150
33,"fork","knife","category",1,829.1383,1,-150
33,"hand","carriage","unrelated_med",1,829.1383,1,-150
37,"truck","card","mediated",1,829.1383,1,-150
41,"pear","lemon","category",1,829.1383,1,-150
11,"sheep","hanger","unrelated_med",1,828.1406,1,-150
11,"fork","coat","unrelated_cat",1,828.1406,1,-150
17,"leg","lemming","unrelated_med",1,828.1406,1,-150
18,"moon","star","category",1,828.1406,1,-150
23,"camel","horse","category",1,828.1406,1,-150
36,"drum","harbour","mediated",1,828.1406,1,-150
37,"flute","whiskey","mediated",1,828.1406,1,-150
39,"lake","mouse","mediated",1,828.1406,1,-150
40,"bed","soap","unrelated_med",1,828.1406,1,-150
12,"truck","card","mediated",1,827.1429,1,-150
17,"bed","soap","unrelated_med",1,827.1429,1,-150
17,"beans","ear","unrelated_cat",1,827.1429,1,-150
23,"coat","fork","unrelated_cat",1,827.1429,1,-150
24,"bed","count","mediated",1,827.1429,1,-150
31,"beans","carriage","mediated",1,827.1429,1,-150
36,"couch","tide","unrelated_med",1,827.1429,1,-150
40,"horse","ship","unrelated_cat",1,827.1429,1,-150
42,"mountain","flute","unrelated_cat",1,827.1429,1,-150
17,"car","truffle","mediated",1,826.1451,1,-150
17,"chair","table","category",1,826.1451,1,-150
23,"hammer","drill","category",1,826.1451,1,-150
34,"pig","sheep","category",1,826.1451,1,-150
37,"horse","camel","category",1,826.1451,1,-150
5,"coat","hat","category",1,825.1474,1,-150
38,"camel","house","mediated",1,825.1474,1,-150
6,"truck","car","category",1,824.1497,1,-150
6,"flute","whiskey","mediated",1,824.1497,1,-150
5,"car","truck","category",1,824.1497,1,-150
12,"coat","fork","unrelated_cat",1,824.1497,1,-150
34,"beans","carriage","mediated",1,823.1519,1,-150
40,"truck","chain","unrelated_med",1,823.1519,1,-150
42,"coat","harbour","unrelated_med",1,823.1519,1,-150
17,"flute","sock","unrelated_cat",1,822.1542,1,-150
18,"ship","plant","mediated",1,822.1542,1,-150
33,"sock","whiskey","unrelated_med",1,822.1542,1,-150
39,"chair","tablet","mediated",1,822.1542,1,-150
6,"sheep","hanger","unrelated_med",1,821.1565,1,-150
23,"whistle","fluid","mediated",1,821.1565,1,-150
24,"hand","sheep","unrelated_cat",1,821.1565,1,-150
35,"flute","stalk","unrelated_med",1,821.1565,1,-150
42,"whistle","mood","unrelated_med",1,821.1565,1,-150
12,"drum","harbour","mediated",1,820.1587,1,-150
17,"couch","bell","mediated",1,820.1587,1,-150
23,"sock","whiskey","unrelated_med",1,820.1587,1,-150
32,"flute","whistle","category",1,820.1587,1,-150
33,"mouth","hand","category",1,820.1587,1,-150
33,"flute","sock","unrelated_cat",1,819.161,1,-150
38,"whistle","flute","category",1,819.161,1,-150
40,"drill","hammer","category",1,819.161,1,-150
12,"lake","card","unrelated_med",1,818.1633,1,-150
24,"horse","camera","mediated",1,818.1633,1,-150
24,"tie","sock","category",1,818.1633,1,-150
33,"moon","plant","unrelated_med",1,818.1633,1,-150
33,"hammer","drill","category",1,818.1633,1,-150
42,"table","star","unrelated_cat",1,818.1633,1,-150
12,"leg","earth","mediated",1,817.1655,1,-150
33,"hammer","pig","unrelated_cat",1,817.1655,1,-150
35,"table","chair","category",1,817.1655,1,-150
41,"car","hand","unrelated_cat",1,817.1655,1,-150
42,"ship","plant","mediated",1,817.1655,1,-150
6,"sock","knife","unrelated_cat",1,816.1678,1,-150
5,"hammer","pig","unrelated_cat",1,816.1678,1,-150
17,"star","moon","category",1,816.1678,1,-150
23,"horse","camel","category",1,816.1678,1,-150
32,"truck","card","mediated",1,816.1678,1,-150
33,"hammer","drip","mediated",1,816.1678,1,-150
36,"chair","moon","unrelated_cat",1,816.1678,1,-150
6,"plane","count","unrelated_med",1,815.1701,1,-150
17,"chair","tablet","mediated",1,815.1701,1,-150
12,"camel","house","mediated",1,814.1723,1,-150
34,"sheep","pill","mediated",1,814.1723,1,-150
41,"lake","mouse","mediated",1,814.1723,1,-150
42,"drum","mouse","unrelated_med",1,814.1723,1,-150
31,"hammer","pill","unrelated_med",1,813.1746,1,-150
35,"moon","star","category",1,813.1746,1,-150
40,"pig","truck","unrelated_cat",1,813.1746,1,-150
6,"drill","hammer","category",1,812.1769,1,-150
18,"mountain","flute","unrelated_cat",1,812.1769,1,-150
24,"mouth","hand","category",1,812.1769,1,-150
35,"beans","hamper","unrelated_med",1,812.1769,1,-150
37,"ear","legend","mediated",1,812.1769,1,-150
38,"mouth","hanger","mediated",1,812.1769,1,-150
17,"horse","camel","category",1,811.1791,1,-150
17,"whistle","flute","category",1,811.1791,1,-150
31,"carrot","beans","category",1,811.1791,1,-150
38,"drill","hamper","mediated",1,811.1791,1,-150
12,"coat","harbour","unrelated_med",1,810.1814,1,-150
17,"mouth","hand","category",1,810.1814,1,-150
32,"horse","earth","unrelated_med",1,810.1814,1,-150
33,"couch","bell","mediated",1,810.1814,1,-150
39,"mountain","flute","unrelated_cat",1,810.1814,1,-150
40,"table","chair","category",1,810.1814,1,-150
42,"bed","couch","category",1,810.1814,1,-150
11,"couch","bell","mediated",1,809.1837,1,-150
17,"bed","couch","category",1,809.1837,1,-150
34,"bed","mountain","unrelated_cat",1,809.1837,1,-150
41,"whistle","fluid","mediated",1,809.1837,1,-150
34,"plane","shin","mediated",1,808.1859,1,-150
37,"horse","camera","mediated",1,808.1859,1,-150
40,"lemon","pearl","mediated",1,808.1859,1,-150
41,"horse","ship","unrelated_cat",1,808.1859,1,-150
42,"star","mood","mediated",1,808.1859,1,-150
5,"mountain","lake","category",1,807.1882,1,-150
12,"pear","fort","unrelated_med",1,807.1882,1,-150
38,"coat","fork","unrelated_cat",1,807.1882,1,-150
38,"couch","lake","unrelated_cat",1,807.1882,1,-150
39,"pear","lemming","mediated",1,806.1905,1,-150
40,"lemon","whistle","unrelated_cat",1,806.1905,1,-150
40,"flute","whistle","category",1,806.1905,1,-150
5,"horse","camel","category",1,805.1927,1,-150
12,"camel","horse","category",1,805.1927,1,-150
17,"truck","mouth","unrelated_cat",1,805.1927,1,-150
35,"drum","harp","category",1,805.1927,1,-150
11,"beans","carriage","mediated",1,804.195,1,-150
18,"leg","ear","category",1,804.195,1,-150
18,"coat","ham","mediated",1,804.195,1,-150
32,"chair","table","category",1,804.195,1,-150
34,"leg","lemming","unrelated_med",1,804.195,1,-150
12,"harp","drug","mediated",1,803.1973,1,-150
18,"chair","ham","unrelated_med",1,803.1973,1,-150
23,"coat","hat","category",1,803.1973,1,-150
38,"leg","beans","unrelated_cat",1,803.1973,1,-150
39,"flute","whiskey","mediated",1,803.1973,1,-150
40,"mouth","tie","unrelated_cat",1,803.1973,1,-150
40,"table","star","unrelated_cat",1,803.1973,1,-150
41,"ear","legend","mediated",1,803.1973,1,-150
17,"hand","carriage","unrelated_med",1,802.1995,1,-150
31,"plane","hat","unrelated_cat",1,802.1995,1,-150
40,"mountain","lace","mediated",1,802.1995,1,-150
24,"star","bed","unrelated_cat",1,801.2018,1,-150
31,"whistle","flute","category",1,801.2018,1,-150
33,"knife","camel","unrelated_cat",1,801.2018,1,-150
35,"lake","mountain","category",1,801.2018,1,-150
37,"leg","ear","category",1,801.2018,1,-150
38,"tie","fluid","unrelated_med",1,801.2018,1,-150
42,"knife","fort","mediated",1,801.2018,1,-150
31,"ship","drum","unrelated_cat",1,800.2041,1,-150
38,"chair","moon","unrelated_cat",1,800.2041,0,-150
39,"flute","stalk","unrelated_med",1,800.2041,1,-150
40,"tie","fluid","unrelated_med",1,800.2041,1,-150
6,"camel","plane","unrelated_cat",1,799.2063,1,-150
6,"camel","horse","category",1,799.2063,1,-150
40,"table","coal","unrelated_med",1,799.2063,1,-150
5,"plane","shin","mediated",1,798.2086,1,-150
37,"flute","whistle","category",1,798.2086,1,-150
41,"ship","plane","category",1,798.2086,1,-150
5,"moon","plant","unrelated_med",1,797.2109,1,-150
23,"knife","fort","mediated",1,797.2109,1,-150
24,"bed","couch","category",1,797.2109,1,-150
24,"flute","whiskey","mediated",1,797.2109,1,-150
33,"mouth","tie","unrelated_cat",1,797.2109,1,-150
33,"harp","lace","unrelated_med",1,797.2109,1,-150
37,"hammer","drill","category",1,797.2109,1,-150
37,"harp","drum","category",1,797.2109,0,-150
31,"lake","mouse","mediated",1,796.2132,1,-150
33,"ship","bell","unrelated_med",1,796.2132,1,-150
34,"lake","card","unrelated_med",1,796.2132,1,-150
38,"hat","drug","unrelated_med",1,796.2132,1,-150
18,"couch","bell","mediated",1,795.2154,1,-150
24,"truck","card","mediated",1,795.2154,1,-150
24,"horse","ship","unrelated_cat",1,795.2154,1,-150
23,"whistle","flute","category",1,794.2177,1,-150
40,"car","hand","unrelated_cat",1,794.2177,1,-150
42,"drill","hammer","category",1,794.2177,1,-150
6,"car","tablet","unrelated_med",1,793.22,1,-150
5,"whistle","flute","category",1,793.22,1,-150
17,"leg","earth","mediated",1,793.22,1,-150
23,"moon","table","unrelated_cat",1,793.22,1,-150
24,"truck","chain","unrelated_med",1,793.22,1,-150
37,"knife","camera","unrelated_med",1,793.22,1,-150
41,"ship","drum","unrelated_cat",1,793.22,1,-150
41,"chair","table","category",1,793.22,1,-150
41,"pear","fort","unrelated_med",1,793.22,1,-150
42,"fork","house","unrelated_med",1,793.22,1,-150
12,"mouth","tie","unrelated_cat",1,792.2222,1,-150
17,"coat","fork","unrelated_cat",1,792.2222,1,-150
31,"knife","camera","unrelated_med",1,792.2222,1,-150
32,"harp","drug","mediated",1,792.2222,0,-150
39,"leg","earth","mediated",1,792.2222,1,-150
42,"star","bed","unrelated_cat",1,792.2222,1,-150
5,"knife","camel","unrelated_cat",1,791.2245,1,-150
12,"hand","mouth","category",1,791.2245,1,-150
31,"carrot","beach","mediated",1,791.2245,1,-150
36,"couch","bed","category",1,791.2245,1,-150
40,"couch","tide","unrelated_med",1,791.2245,1,-150
5,"lake","mouse","mediated",1,790.2268,1,-150
18,"knife","fort","mediated",1,790.2268,1,-150
18,"flute","sock","unrelated_cat",1,790.2268,1,-150
24,"drill","sheet","unrelated_med",1,790.2268,1,-150
33,"camel","plane","unrelated_cat",1,790.2268,1,-150
37,"moon","star","category",1,790.2268,1,-150
5,"bed","mountain","unrelated_cat",1,789.229,1,-150
12,"camel","plane","unrelated_cat",1,789.229,1,-150
37,"carrot","beans","category",1,789.229,1,-150
40,"moon","stalk","mediated",1,789.229,1,-150
42,"truck","mouth","unrelated_cat",1,789.229,1,-150
37,"table","star","unrelated_cat",1,788.2313,1,-150
37,"star","mood","mediated",1,788.2313,1,-150
41,"couch","bed","category",1,788.2313,1,-150
6,"fork","house","unrelated_med",1,787.2336,1,-150
18,"beans","hamper","unrelated_med",1,787.2336,1,-150
31,"lake","card","unrelated_med",1,787.2336,1,-150
34,"sock","tie","category",1,787.2336,1,-150
6,"ear","couch","unrelated_cat",1,786.2358,1,-150
17,"pear","lemming","mediated",1,786.2358,1,-150
23,"whistle","mood","unrelated_med",1,786.2358,1,-150
36,"couch","lake","unrelated_cat",1,786.2358,1,-150
38,"beans","carriage","mediated",1,786.2358,1,-150
39,"tie","sock","category",1,786.2358,1,-150
41,"table","chain","mediated",1,786.2358,1,-150
17,"beans","hamper","unrelated_med",1,785.2381,1,-150
23,"horse","ship","unrelated_cat",1,785.2381,1,-150
32,"mountain","lace","mediated",1,785.2381,1,-150
36,"horse","earth","unrelated_med",1,785.2381,1,-150
41,"mountain","flute","unrelated_cat",1,785.2381,1,-150
23,"horse","camera","mediated",1,784.2404,1,-150
35,"beans","carriage","mediated",1,784.2404,1,-150
38,"car","tablet","unrelated_med",1,784.2404,1,-150
41,"leg","lemming","unrelated_med",1,784.2404,1,-150
41,"lake","mountain","category",1,784.2404,1,-150
6,"hand","sheep","unrelated_cat",1,783.2426,1,-150
37,"drill","sheet","unrelated_med",1,783.2426,1,-150
40,"sock","knife","unrelated_cat",1,783.2426,1,-150
42,"camel","house","mediated",1,783.2426,1,-150
12,"carrot","beach","mediated",1,782.2449,1,-150
17,"whistle","mood","unrelated_med",1,782.2449,1,-150
37,"whistle","fluid","mediated",1,782.2449,1,-150
40,"table","chain","mediated",1,782.2449,0,-150
42,"lake","mouse","mediated",1,782.2449,1,-150
23,"ear","legend","mediated",1,781.2472,1,-150
35,"car","hand","unrelated_cat",1,781.2472,1,-150
39,"horse","ship","unrelated_cat",1,781.2472,1,-150
41,"camel","legend","unrelated_med",1,781.2472,1,-150
42,"plane","hat","unrelated_cat",1,781.2472,1,-150
12,"hat","drill","unrelated_cat",1,780.2494,1,-150
18,"pig","truck","unrelated_cat",1,780.2494,1,-150
18,"leg","earth","mediated",1,780.2494,1,-150
42,"drill","sheet","unrelated_med",1,780.2494,1,-150
5,"pig","mound","unrelated_med",1,779.2517,1,-150
39,"knife","fork","category",1,779.2517,1,-150
40,"sock","tide","mediated",1,779.2517,1,-150
17,"table","star","unrelated_cat",1,778.254,1,-150
